Sample Time, Facility, Species, Adipose Clip, Count Duration (minutes), Pumping Duration (minutes), Sample Fraction, Study Type, Length, nfish, Length Row ID,14-day OMRI
5/10/1997 9:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,23,1,132066,
5/10/1997 13:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/10/1997 15:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,22,1,40904,
5/10/1997 15:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,23,1,935946,
5/10/1997 15:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,25,1,984806,
5/10/1997 15:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,26,1,201563,
5/11/1997 7:00,SWP,Longfin Smelt,,40,120,0.33,Normal count,,,,
5/11/1997 9:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,32,1,697923,
5/12/1997 5:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,35,1,394936,
5/13/1997 20:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/14/1997 0:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
5/14/1997 1:00,SWP,Longfin Smelt,,30,60,0.5,Normal count,,,,
5/14/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,29,1,812706,
5/14/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,32,1,435918,
5/14/1997 6:00,SWP,Longfin Smelt,,15,180,0.08,Normal count,,,,
5/15/1997 0:00,SWP,Longfin Smelt,,15,120,0.12,Normal count,,,,
5/15/1997 1:00,SWP,Longfin Smelt,,15,60,0.25,Normal count,,,,
5/15/1997 1:00,SWP,Longfin Smelt,,15,60,0.25,Normal count,,,,
5/15/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,20,3,357606,
5/15/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,21,1,168889,
5/15/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,21,3,537474,
5/15/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,22,2,299995,
5/15/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,23,1,1115456,
5/15/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,34,1,239962,
5/15/1997 5:00,SWP,Longfin Smelt,,15,120,0.12,Normal count,,,,
5/15/1997 5:00,SWP,Longfin Smelt,,15,120,0.12,Normal count,,,,
5/15/1997 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/15/1997 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/15/1997 22:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/16/1997 6:00,SWP,Longfin Smelt,,15,60,0.25,Normal count,,,,
5/16/1997 20:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/17/1997 16:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/17/1997 20:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/19/1997 1:00,SWP,Longfin Smelt,,15,120,0.12,Normal count,,,,
5/19/1997 1:00,SWP,Longfin Smelt,,15,120,0.12,Normal count,,,,
5/19/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,20,1,343764,
5/19/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,22,1,854742,
5/19/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,23,1,1015196,
5/19/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,23,1,1718,
5/19/1997 3:00,SWP,Longfin Smelt,Unclipped,15,120,0.12,Normal count,26,1,737205,
5/19/1997 6:00,SWP,Longfin Smelt,,15,180,0.08,Normal count,,,,
5/19/1997 6:00,SWP,Longfin Smelt,,15,180,0.08,Normal count,,,,
5/29/1997 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,32,1,854579,
6/8/1997 11:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
6/22/1997 1:00,SWP,Longfin Smelt,,5,60,0.08,Normal count,,,,
7/27/1997 1:00,SWP,Longfin Smelt,,5,60,0.08,Normal count,,,,
12/27/1997 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,68,1,557371,
12/28/1997 16:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
12/28/1997 20:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
12/30/1997 21:00,SWP,Longfin Smelt,Unclipped,10,60,0.17,Normal count,25,1,848915,
1/5/1998 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,68,1,892484,
1/8/1998 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,65,1,892899,
1/9/1998 14:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,73,1,892995,
1/10/1998 3:00,SWP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,62,1,869748,
1/26/1998 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,94,1,895875,
2/1/1998 23:59,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/7/1998 1:00,SWP,Longfin Smelt,,15,60,0.25,Normal count,,,,
4/7/1998 4:00,SWP,Longfin Smelt,Unclipped,15,180,0.08,Normal count,28,1,870354,
4/7/1998 4:00,SWP,Longfin Smelt,Unclipped,15,180,0.08,Normal count,31,3,870355,
4/7/1998 4:00,SWP,Longfin Smelt,Unclipped,15,180,0.08,Normal count,32,7,870352,
4/7/1998 4:00,SWP,Longfin Smelt,Unclipped,15,180,0.08,Normal count,33,1,870357,
4/7/1998 4:00,SWP,Longfin Smelt,Unclipped,15,180,0.08,Normal count,34,9,870351,
4/7/1998 4:00,SWP,Longfin Smelt,Unclipped,15,180,0.08,Normal count,35,1,870353,
4/7/1998 4:00,SWP,Longfin Smelt,Unclipped,15,180,0.08,Normal count,36,1,870358,
4/7/1998 4:00,SWP,Longfin Smelt,Unclipped,15,180,0.08,Normal count,38,1,870356,
2/5/1999 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
3/28/1999 23:59,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
3/29/1999 1:00,SWP,Longfin Smelt,,10,60,0.17,Normal count,,,,
3/30/1999 8:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
3/31/1999 9:00,SWP,Longfin Smelt,Unclipped,30,60,0.5,Normal count,33,1,602952,
4/4/1999 7:00,SWP,Longfin Smelt,,10,60,0.17,Normal count,,,,
4/5/1999 7:00,SWP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/6/1999 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/8/1999 3:00,SWP,Longfin Smelt,Unclipped,20,180,0.11,Normal count,35,1,603527,
4/8/1999 6:00,SWP,Longfin Smelt,,20,180,0.11,Normal count,,,,
4/12/1999 16:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/12/1999 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/14/1999 23:59,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/15/1999 6:00,SWP,Longfin Smelt,,20,180,0.11,Normal count,,,,
4/15/1999 23:59,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/17/1999 1:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/17/1999 3:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,40,1,604472,
4/17/1999 23:59,SWP,Longfin Smelt,,30,60,0.5,Normal count,,,,
4/18/1999 5:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/19/1999 1:00,SWP,Longfin Smelt,,30,60,0.5,Normal count,,,,
4/19/1999 3:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,39,1,604559,
4/19/1999 5:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/19/1999 7:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/19/1999 20:00,SWP,Longfin Smelt,Unclipped,30,60,0.5,Normal count,40,1,604584,
4/20/1999 22:00,SWP,Longfin Smelt,,30,60,0.5,Normal count,,,,
4/20/1999 23:59,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/20/1999 23:59,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/21/1999 1:00,SWP,Longfin Smelt,,30,60,0.5,Normal count,,,,
4/22/1999 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/23/1999 1:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/23/1999 6:00,SWP,Longfin Smelt,,20,180,0.11,Normal count,,,,
4/23/1999 8:00,SWP,Longfin Smelt,,15,120,0.12,Normal count,,,,
4/25/1999 23:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/25/1999 23:59,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/26/1999 1:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/26/1999 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,36,1,605771,
4/26/1999 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,46,1,605772,
4/26/1999 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,47,1,605773,
4/26/1999 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/26/1999 22:00,SWP,Longfin Smelt,,10,60,0.17,Normal count,,,,
4/26/1999 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/27/1999 21:00,SWP,Longfin Smelt,Unclipped,20,60,0.33,Normal count,40,1,606128,
4/29/1999 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/29/1999 23:59,CVP,Longfin Smelt,,70,75,0.93,Normal count,,,,
4/30/1999 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/30/1999 10:30,CVP,Longfin Smelt,,10,150,0.07,Normal count,,,,
5/1/1999 21:00,SWP,Longfin Smelt,Unclipped,20,60,0.33,Normal count,43,1,606667,
5/4/1999 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/5/1999 20:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/6/1999 4:00,SWP,Longfin Smelt,Unclipped,30,180,0.17,Normal count,24,1,607289,
5/6/1999 4:00,SWP,Longfin Smelt,Unclipped,30,180,0.17,Normal count,43,1,607290,
5/6/1999 4:00,SWP,Longfin Smelt,Unclipped,30,180,0.17,Normal count,46,1,607291,
5/6/1999 7:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/6/1999 9:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,44,1,607349,
5/6/1999 10:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/6/1999 22:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
5/7/1999 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/7/1999 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/7/1999 23:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/8/1999 4:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/9/1999 5:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/9/1999 23:59,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
5/10/1999 2:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/10/1999 5:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
5/10/1999 21:00,SWP,Longfin Smelt,Unclipped,20,60,0.33,Normal count,39,1,607906,
5/10/1999 21:00,SWP,Longfin Smelt,Unclipped,20,60,0.33,Normal count,44,1,607907,
5/11/1999 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,43,1,607954,
5/11/1999 23:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/12/1999 1:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
5/14/1999 7:00,SWP,Longfin Smelt,,15,120,0.12,Normal count,,,,
5/16/1999 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/16/1999 23:30,CVP,Longfin Smelt,,60,210,0.29,Normal count,,,,
5/17/1999 1:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
5/17/1999 1:30,CVP,Longfin Smelt,,60,60,1,Normal count,,,,
5/17/1999 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/18/1999 3:00,SWP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,50,1,609045,
5/22/1999 4:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/27/1999 1:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/27/1999 5:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/29/1999 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
6/5/1999 1:00,SWP,Longfin Smelt,,10,120,0.08,Normal count,,,,
6/5/1999 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
6/8/1999 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
6/10/1999 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,27,1,611553,
6/13/1999 13:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
6/14/1999 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
7/1/1999 21:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,49,1,613299,
7/16/1999 21:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,60,1,616126,
7/17/1999 3:00,SWP,Longfin Smelt,Unclipped,5,120,0.04,Normal count,61,1,616251,
7/17/1999 5:00,SWP,Longfin Smelt,,5,60,0.08,Normal count,,,,
7/19/1999 19:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
8/3/1999 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,55,1,660946,
8/6/1999 9:00,SWP,Longfin Smelt,Unclipped,5,120,0.04,Normal count,67,1,620004,
8/18/1999 21:00,SWP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,69,1,623217,
8/30/1999 15:00,SWP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,76,1,624949,
1/14/2000 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,105,1,407492,
1/23/2000 9:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,72,1,408692,
1/24/2000 9:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,66,1,408815,
1/25/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
1/25/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,65,1,408896,
1/25/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
1/28/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
1/30/2000 17:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
2/9/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
2/13/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
2/20/2000 21:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
3/28/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,30,1,681108,
3/28/2000 13:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
3/28/2000 23:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
3/29/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
3/30/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
3/31/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,30,2,678921,
3/31/2000 22:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
3/31/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
3/31/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/1/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/1/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,31,1,562850,
4/1/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,33,1,562851,
4/1/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/1/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/1/2000 21:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,27,1,562911,
4/1/2000 22:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/1/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/1/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/2/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/2/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/2/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,32,1,557916,
4/2/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,33,1,557917,
4/2/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/2/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/2/2000 21:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,37,1,557944,
4/2/2000 23:59,SWP,Longfin Smelt,,30,180,0.17,Normal count,,,,
4/3/2000 4:00,SWP,Longfin Smelt,Unclipped,20,180,0.11,Normal count,31,1,563017,
4/3/2000 4:00,SWP,Longfin Smelt,Unclipped,20,180,0.11,Normal count,31,1,563038,
4/3/2000 4:00,SWP,Longfin Smelt,Unclipped,20,180,0.11,Normal count,32,1,563039,
4/3/2000 4:00,SWP,Longfin Smelt,Unclipped,20,180,0.11,Normal count,32,1,563018,
4/3/2000 4:00,SWP,Longfin Smelt,Unclipped,20,180,0.11,Normal count,33,1,563019,
4/3/2000 4:00,SWP,Longfin Smelt,Unclipped,20,180,0.11,Normal count,37,1,563020,
4/3/2000 4:00,SWP,Longfin Smelt,Unclipped,20,180,0.11,Normal count,37,1,563040,
4/3/2000 5:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/3/2000 8:00,SWP,Longfin Smelt,,20,180,0.11,Normal count,,,,
4/3/2000 8:00,SWP,Longfin Smelt,,20,180,0.11,Normal count,,,,
4/3/2000 11:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/3/2000 21:00,SWP,Longfin Smelt,Unclipped,20,60,0.33,Normal count,35,1,563115,
4/3/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/3/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/4/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/4/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/4/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,34,1,558589,
4/4/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,35,1,558590,
4/4/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,36,1,558573,
4/4/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,37,1,558574,
4/4/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/4/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/4/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/4/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/4/2000 10:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/4/2000 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/4/2000 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,33,1,558520,
4/4/2000 20:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/4/2000 23:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/5/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/5/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,35,1,557783,
4/6/2000 2:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/6/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/6/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/6/2000 8:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/6/2000 20:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/7/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/7/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/9/2000 3:00,SWP,Longfin Smelt,Unclipped,20,60,0.33,Normal count,31,1,561454,
4/9/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/9/2000 21:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,33,1,561660,
4/9/2000 21:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,38,1,561661,
4/9/2000 22:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/9/2000 22:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/9/2000 23:59,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/10/2000 1:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/10/2000 1:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/10/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,31,1,563521,
4/10/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,32,1,563522,
4/10/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,33,1,563523,
4/10/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,36,2,563549,
4/10/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,38,2,563550,
4/10/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/10/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/10/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/10/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/10/2000 21:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,34,1,563629,
4/10/2000 22:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/10/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/10/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/11/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/11/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,35,1,558956,
4/11/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,39,1,558957,
4/11/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/11/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/11/2000 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/11/2000 22:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/12/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,36,1,559290,
4/12/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,38,1,559310,
4/12/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,39,1,559291,
4/12/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/12/2000 16:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/12/2000 23:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/13/2000 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/15/2000 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,40,1,559969,
4/15/2000 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,38,1,559984,
4/15/2000 14:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,42,1,559989,
4/15/2000 14:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,45,1,559990,
4/15/2000 18:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/15/2000 23:59,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/16/2000 14:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,44,1,558348,
4/16/2000 18:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/16/2000 20:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/17/2000 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/17/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/17/2000 6:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/17/2000 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,42,1,558388,
4/18/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/18/2000 8:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/18/2000 16:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/19/2000 1:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/19/2000 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,39,1,558737,
4/19/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,30,1,558797,
4/19/2000 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,40,1,558798,
4/19/2000 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/19/2000 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,36,1,558762,
4/19/2000 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,39,1,558763,
4/19/2000 7:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
4/19/2000 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,38,1,558771,
4/20/2000 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,38,1,558877,
4/20/2000 4:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/20/2000 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,38,1,558897,
4/20/2000 8:00,SWP,Longfin Smelt,,20,60,0.33,Normal count,,,,
4/20/2000 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,40,1,558905,
4/20/2000 22:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/21/2000 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,42,1,560169,
4/21/2000 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,44,1,560170,
4/21/2000 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,38,1,560181,
